;notas_gerais;sexo;cor;renda;colegio_do_ensino_medio;familiar_ensino_superior
1604;50.7;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1605;38.1;F;branca;maior que 30 salarios;todo em escola privada;A
1606;54.7;F;branca;maior que 30 salarios;todo em escola privada;A
1607;60.1;F;branca;maior que 30 salarios;todo em escola privada;A
1608;26.3;F;branca;maior que 30 salarios;todo em escola privada;A
1609;58.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
1610;47.7;F;branca;menor que 1.5 salarios;todo em escola publica;A
1611;44.7;F;branca;menor que 1.5 salarios;todo em escola publica;A
1612;37.5;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1613;39.4;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1614;54.6;F;preta;entre 3 e 4.5 salarios;todo em escola publica;A
1615;32.3;F;parda;entre 10 e 30 salarios;todo em escola privada;A
1616;42.1;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1617;38.2;F;parda;entre 6 e 3 salarios;todo em escola publica;A
1618;37.5;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1619;43.2;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1620;44.0;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1621;45.8;F;parda;entre 10 e 30 salarios;todo em escola privada;A
1622;49.7;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
1623;50.5;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1624;28.1;F;branca;entre 10 e 30 salarios;maior parte em escola privada;A
1625;45.9;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1626;31.4;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
1627;45.4;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1628;48.9;F;amarela;entre 10 e 30 salarios;todo em escola privada;A
1629;53.7;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1630;42.6;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1631;27.2;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1632;46.9;F;parda;entre 6 e 3 salarios;todo em escola privada;A
1633;46.8;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1634;38.7;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1635;28.4;F;parda;menor que 1.5 salarios;todo em escola publica;A
1636;28.1;F;amarela;entre 3 e 4.5 salarios;todo em escola publica;A
1637;34.9;F;amarela;entre 6 e 3 salarios;todo em escola privada;A
1638;37.2;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1639;54.8;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1640;34.2;F;parda;entre 6 e 3 salarios;todo em escola publica;A
1641;49.3;F;preta;entre 1.5 e 3 salarios;todo em escola privada;A
1642;33.9;F;branca;entre 6 e 3 salarios;maior parte em escola privada;A
1643;38.1;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1644;58.2;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1645;48.7;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1646;44.3;F;parda;entre 6 e 3 salarios;todo em escola privada;A
1647;27.8;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1648;34.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1649;40.2;F;parda;entre 6 e 3 salarios;todo em escola publica;A
1650;43.7;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1651;24.1;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1652;31.5;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
1653;43.2;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1654;47.1;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1655;23.6;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1656;42.8;F;branca;maior que 30 salarios;maior parte em escola privada;A
1657;24.1;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1658;8.8;F;branca;entre 6 e 3 salarios;maior parte em escola privada;A
1659;27.7;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1660;35.0;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1661;54.7;F;preta;entre 6 e 3 salarios;todo em escola privada;A
1662;29.7;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1663;36.7;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1664;50.1;F;amarela;entre 10 e 30 salarios;todo em escola privada;A
1665;69.1;F;branca;maior que 30 salarios;todo em escola privada;A
1666;52.3;F;branca;maior que 30 salarios;todo em escola privada;A
1667;45.2;F;parda;entre 6 e 3 salarios;todo em escola privada;A
1668;22.1;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1669;46.0;F;parda;entre 10 e 30 salarios;todo em escola privada;A
1670;57.0;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1671;75.8;F;amarela;entre 10 e 30 salarios;todo em escola privada;A
1672;29.8;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1673;63.4;F;branca;maior que 30 salarios;parte no brasil e parte no exterior;A
1674;59.8;F;preta;maior que 30 salarios;todo em escola privada;A
1675;44.1;F;branca;entre 10 e 30 salarios;parte no brasil e parte no exterior;A
1676;25.8;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
1677;57.6;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1678;59.1;F;parda;entre 10 e 30 salarios;todo em escola privada;A
1679;60.9;F;parda;maior que 30 salarios;parte no brasil e parte no exterior;A
1680;29.6;F;branca;entre 1.5 e 3 salarios;maior parte em escola publica;A
1681;58.9;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1682;29.1;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1683;31.8;F;branca;maior que 30 salarios;todo em escola privada;A
1684;47.0;F;parda;entre 10 e 30 salarios;todo em escola privada;A
1685;40.3;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
1686;42.0;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
1687;33.2;F;branca;entre 1.5 e 3 salarios;maior parte em escola privada;A
1688;41.0;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1689;36.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1690;27.5;F;preta;entre 3 e 4.5 salarios;todo em escola publica;A
1692;38.3;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1693;13.8;F;branca;menor que 1.5 salarios;todo em escola publica;A
1694;28.6;F;parda;menor que 1.5 salarios;todo em escola publica;A
1695;27.3;F;branca;maior que 30 salarios;todo em escola privada;A
1696;18.0;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1697;22.3;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1698;25.4;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1699;34.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
1700;8.2;F;preta;entre 6 e 3 salarios;todo em escola publica;A
1701;26.9;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1702;26.0;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
1703;39.9;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1704;34.4;F;parda;entre 10 e 30 salarios;todo em escola privada;A
1705;20.5;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1706;37.7;F;branca;entre 10 e 30 salarios;todo em escola publica;A
1707;33.6;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1708;34.7;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1709;35.5;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
1710;35.0;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1711;20.3;F;parda;entre 6 e 3 salarios;todo em escola publica;A
1712;19.6;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
1713;31.5;F;parda;menor que 1.5 salarios;todo em escola publica;A
1714;26.8;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1715;49.6;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
1716;28.3;F;preta;menor que 1.5 salarios;todo em escola publica;A
1717;47.6;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
1718;29.5;F;parda;entre 6 e 3 salarios;todo em escola publica;A
1719;21.3;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1720;33.3;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
1721;16.4;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1722;33.0;F;parda;menor que 1.5 salarios;todo em escola publica;A
1723;31.1;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1724;38.0;F;branca;menor que 1.5 salarios;todo em escola privada;A
1725;47.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
1726;29.3;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1727;26.7;F;preta;menor que 1.5 salarios;todo em escola publica;A
1728;44.5;F;parda;menor que 1.5 salarios;todo em escola publica;A
1729;26.6;F;preta;entre 1.5 e 3 salarios;todo em escola privada;A
1730;37.8;F;branca;menor que 1.5 salarios;todo em escola publica;A
1731;53.9;F;parda;menor que 1.5 salarios;todo em escola publica;A
1732;30.0;F;parda;menor que 1.5 salarios;todo em escola publica;A
1733;20.8;F;parda;menor que 1.5 salarios;todo em escola publica;A
1734;16.7;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1735;31.5;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1736;30.6;F;branca;menor que 1.5 salarios;todo em escola publica;A
1737;19.5;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1738;32.9;F;parda;entre 6 e 3 salarios;todo em escola privada;A
1739;20.2;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1740;20.1;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1741;26.5;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1742;29.4;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1743;19.3;F;preta;menor que 1.5 salarios;todo em escola publica;A
1744;20.3;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1745;24.2;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1746;31.0;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1747;24.9;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1748;19.4;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1749;26.8;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1750;28.4;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1751;33.5;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1752;48.7;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1753;52.4;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1754;17.4;F;branca;menor que 1.5 salarios;todo em escola publica;A
1755;41.6;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1756;33.1;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1757;43.4;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1758;41.0;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
1759;39.2;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1760;33.5;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1761;28.2;F;branca;menor que 1.5 salarios;todo em escola publica;A
1762;43.7;F;parda;menor que 1.5 salarios;todo em escola publica;A
1763;46.3;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1764;47.5;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1765;26.3;F;preta;menor que 1.5 salarios;todo em escola publica;A
1766;29.7;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
1767;32.3;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1768;43.6;F;branca;menor que 1.5 salarios;todo em escola publica;A
1769;46.2;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1770;23.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
1771;32.6;F;branca;menor que 1.5 salarios;todo em escola publica;A
1772;28.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
1773;34.7;F;branca;menor que 1.5 salarios;todo em escola publica;A
1774;32.4;F;branca;menor que 1.5 salarios;todo em escola publica;A
1775;30.5;F;branca;menor que 1.5 salarios;todo em escola publica;A
1776;44.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
1777;55.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
1778;41.0;F;branca;menor que 1.5 salarios;todo em escola publica;A
1779;32.0;F;branca;menor que 1.5 salarios;todo em escola publica;A
1780;44.2;F;branca;menor que 1.5 salarios;todo em escola publica;A
1781;60.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
1782;18.4;F;branca;menor que 1.5 salarios;todo em escola publica;A
1783;46.4;F;branca;menor que 1.5 salarios;todo em escola publica;A
1784;23.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
1785;31.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
1786;45.7;F;branca;menor que 1.5 salarios;todo em escola publica;A
1787;38.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
1788;17.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
1789;49.7;F;branca;menor que 1.5 salarios;todo em escola publica;A
1790;30.0;F;branca;menor que 1.5 salarios;todo em escola publica;A
1791;43.4;F;branca;menor que 1.5 salarios;todo em escola privada;A
1792;45.1;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1793;33.1;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1794;25.3;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1795;23.8;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1796;42.7;F;branca;entre 1.5 e 3 salarios;maior parte em escola privada;A
1797;26.5;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1798;31.7;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1799;43.3;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1800;14.4;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1801;55.3;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1802;36.6;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1803;11.2;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1804;25.6;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1805;41.9;F;branca;menor que 1.5 salarios;todo em escola publica;A
1806;38.9;F;branca;entre 3 e 4.5 salarios;maior parte em escola privada;A
1807;24.0;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1808;32.4;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1809;34.4;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1810;43.5;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1811;63.7;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1812;32.0;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
1813;51.7;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1814;32.8;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1815;47.3;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1816;53.7;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1817;47.1;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1818;37.7;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
1819;30.8;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1820;34.2;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1821;41.3;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1822;43.2;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1823;35.5;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1824;42.1;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
1825;35.7;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1826;23.1;F;preta;entre 3 e 4.5 salarios;todo em escola publica;A
1827;42.0;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
1828;36.0;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1829;43.6;F;nsr;entre 4.5 e 6 salarios;todo em escola publica;A
1830;40.4;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1831;13.2;F;preta;entre 6 e 3 salarios;todo em escola privada;A
1832;41.0;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1833;21.4;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1834;31.9;F;parda;entre 4.5 e 6 salarios;maior parte em escola privada;A
1835;39.2;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1836;31.9;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1837;20.7;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1838;47.1;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1839;32.1;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1840;36.2;F;parda;menor que 1.5 salarios;todo em escola publica;A
1841;43.4;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1842;23.5;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1843;16.2;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
1844;47.5;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1845;31.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1846;34.0;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1847;22.4;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1848;31.6;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1849;35.3;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1850;54.9;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1851;37.0;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1852;38.4;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1853;39.8;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1854;36.4;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1855;13.8;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1856;20.8;F;branca;entre 1.5 e 3 salarios;maior parte em escola publica;A
1857;22.8;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1858;24.1;F;amarela;entre 3 e 4.5 salarios;todo em escola privada;A
1859;33.0;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1860;62.5;F;parda;entre 10 e 30 salarios;todo em escola privada;A
1861;48.7;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1862;33.5;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
1863;30.9;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1864;23.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1865;18.8;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1866;45.3;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1867;32.6;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1868;20.8;F;branca;entre 3 e 4.5 salarios;parte no brasil e parte no exterior;A
1869;38.1;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1870;37.5;F;branca;entre 10 e 30 salarios;todo em escola publica;A
1871;28.6;F;parda;entre 10 e 30 salarios;todo em escola publica;A
1872;30.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
1873;25.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1874;34.3;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1875;23.3;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1876;16.6;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1877;32.9;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1878;35.1;F;branca;entre 10 e 30 salarios;todo em escola privada;A
1879;32.2;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1880;24.6;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1881;36.7;F;parda;entre 10 e 30 salarios;maior parte em escola privada;A
1882;38.5;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1883;25.4;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1884;25.5;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1885;30.3;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1886;35.3;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1887;50.1;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1888;45.8;F;branca;maior que 30 salarios;todo em escola publica;A
1889;36.5;F;branca;entre 6 e 3 salarios;todo em escola privada;A
